university_id,university_name,state,city,latitude,longitude,tuition_in_state_usd,tuition_out_state_usd,university_admission_rate,student_size,us_news_ranking,world_ranking,campus_setting,website_url,avg_cost_of_living_monthly,international_student_pct,public_or_private,program_id,program_name,degree_type,department,min_gpa,min_gre_quant,min_gre_verbal,min_gmat,min_toefl,min_ielts,application_deadline_fall,application_fee_usd,duration_months,stem_designated,program_admit_rate,description_text,curriculum_highlights,faculty_research_areas,avg_starting_salary_usd,male_acceptance_rate,female_acceptance_rate,historical_admit_count,historical_admit_rate,data_quality,track,tier_score,tier
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002831,MS Business Analytics - Marketing Analytics,MS,"Business, Management & Marketing",3.1,156.0,150.0,,90,7.0,2027-02-05,90,12,True,0.373,"MS Business Analytics - Marketing Analytics at University of California Irvine is a graduate program in Business, Management & Marketing designed for advanced study and career or research preparation. The curriculum emphasizes Predictive Analytics, Marketing Analytics, Financial Analytics and offers opportunities to build depth through electives, projects, and faculty-led research.",Optimization; Financial Analytics; Marketing Analytics; Predictive Analytics; Visualization,Decision Analytics; Operations; Marketing Science; Econometrics; Business Analytics,119000,0.377,0.367,2,0.0,synthetic_demo,MS,72.35,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002833,MS Biomedical Engineering - Biomechanics,MS,Engineering,3.2,156.0,150.0,,90,6.5,2027-03-05,90,18,True,0.325,"MS Biomedical Engineering - Biomechanics at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Medical Imaging, Biomechanics, Biomaterials and offers opportunities to build depth through electives, projects, and faculty-led research.",Biomaterials; Neural Engineering; Bioinstrumentation; Biomechanics; Medical Imaging,Computational Biology; Biomechanics; Biomaterials; Biomedical Imaging; Bioinformatics,103000,0.334,0.313,3,0.667,synthetic_demo,MS,75.25,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002834,MS Civil Engineering - Transportation,MS,Engineering,3.2,156.0,150.0,,90,6.5,2027-03-20,80,24,True,0.311,"MS Civil Engineering - Transportation at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Structural Engineering, Transportation, Geotechnical Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Sustainability; Water Resources; Structural Engineering; Geotechnical Engineering; Transportation,Geotechnical Engineering; Construction; Structures; Transportation; Sustainable Infrastructure,90000,0.315,0.306,1,1.0,synthetic_demo,MS,75.95,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002835,MS Chemical Engineering - Process Systems,MS,Engineering,3.0,156.0,150.0,,95,6.5,2027-02-01,50,24,True,0.408,"MS Chemical Engineering - Process Systems at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Transport Phenomena, Process Systems, Materials and offers opportunities to build depth through electives, projects, and faculty-led research.",Transport Phenomena; Materials; Energy; Biotechnology; Reaction Engineering,Biotechnology; Materials; Process Systems; Energy; Catalysis,111000,0.421,0.388,0,,synthetic_demo,MS,70.52,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002836,MS Robotics - Planning,MS,Engineering,3.2,158.0,151.0,,90,6.5,2027-01-05,80,24,True,0.319,"MS Robotics - Planning at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Robot Perception, Planning, Control and offers opportunities to build depth through electives, projects, and faculty-led research.",Robot Perception; Machine Learning; Human-Robot Interaction; Planning; Autonomous Systems,Human-Robot Interaction; Computer Vision; Control; Reinforcement Learning; Robotics,127000,0.316,0.317,0,,synthetic_demo,MS,75.73,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002837,MS Statistics - Statistical Inference,MS,Mathematics & Statistics,3.0,156.0,150.0,,90,6.5,2027-03-20,90,18,True,0.322,"MS Statistics - Statistical Inference at University of California Irvine is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Probability, Statistical Inference, Regression and offers opportunities to build depth through electives, projects, and faculty-led research.",Computational Statistics; Statistical Inference; Bayesian Methods; Probability; Applied Statistics,Biostatistics; Statistics; Causal Inference; Computational Statistics; Probability,111000,0.331,0.317,2,0.5,synthetic_demo,MS,74.4,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002838,MS Applied Mathematics - Optimization,MS,Mathematics & Statistics,3.0,156.0,150.0,,100,6.5,2027-03-05,105,18,True,0.372,"MS Applied Mathematics - Optimization at University of California Irvine is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Numerical Analysis, Optimization, Differential Equations and offers opportunities to build depth through electives, projects, and faculty-led research.",Probability; Differential Equations; Optimization; Scientific Computing; Numerical Analysis,Optimization; Applied Mathematics; Probability; Mathematical Modeling; Dynamical Systems,108000,0.369,0.368,1,1.0,synthetic_demo,MS,72.73,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002841,MS Computer Science - Algorithms,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,6.0,2028-02-05,125,24,True,0.356,"MS Computer Science - Algorithms at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Artificial Intelligence, Systems, Algorithms and offers opportunities to build depth through electives, projects, and faculty-led research.",Cybersecurity; Artificial Intelligence; Algorithms; Systems; Software Engineering,Computer Vision; Natural Language Processing; Algorithms; Machine Learning; Distributed Systems,124000,0.361,0.354,1,0.0,synthetic_demo,MS,72.7,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002842,MS Data Science - Data Engineering,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,6.5,2028-01-10,75,24,True,0.425,"MS Data Science - Data Engineering at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Machine Learning, Statistical Modeling, Data Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Data Engineering; Responsible AI; Machine Learning; Visualization; Statistical Modeling,Data Systems; Responsible AI; Causal Inference; Statistics; Machine Learning,119000,0.427,0.42,2,0.0,synthetic_demo,MS,69.25,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002843,MS Artificial Intelligence - Computer Vision,MS,Computer & Information Sciences,3.1,156.0,150.0,,90,6.5,2028-04-05,100,18,True,0.341,"MS Artificial Intelligence - Computer Vision at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Deep Learning, NLP, Computer Vision and offers opportunities to build depth through electives, projects, and faculty-led research.",Computer Vision; Deep Learning; Robotics; Reinforcement Learning; AI Ethics,Deep Learning; Robotics; Computer Vision; AI Safety; Multi-Agent Systems,135000,0.321,0.364,0,,synthetic_demo,MS,73.95,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002844,MS Cybersecurity - Cloud Security,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,7.0,2028-03-15,80,18,True,0.396,"MS Cybersecurity - Cloud Security at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Network Security, Cryptography, Cloud Security and offers opportunities to build depth through electives, projects, and faculty-led research.",Cloud Security; Privacy; Cryptography; Digital Forensics; Network Security,Cybersecurity; Systems Security; Cryptography; Privacy; Digital Forensics,123000,0.395,0.402,2,0.0,synthetic_demo,MS,70.7,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002845,MS Information Systems - Enterprise Systems,MS,Computer & Information Sciences,3.0,152.0,150.0,,85,7.0,2028-02-20,125,18,True,0.382,"MS Information Systems - Enterprise Systems at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Databases, Cloud Computing, Enterprise Systems and offers opportunities to build depth through electives, projects, and faculty-led research.",Product Management; IT Strategy; Cloud Computing; Databases; Analytics,Information Systems; Human-Computer Interaction; Cloud Computing; Databases; Analytics,109000,0.385,0.377,1,0.0,synthetic_demo,MS,70.75,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002846,MS Software Engineering - Testing,MS,Computer & Information Sciences,3.1,153.0,152.0,,95,6.5,2028-04-10,90,18,True,0.322,"MS Software Engineering - Testing at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Software Architecture, DevOps, Testing and offers opportunities to build depth through electives, projects, and faculty-led research.",DevOps; Agile Engineering; Secure Coding; Cloud Native Systems; Testing,Distributed Systems; Cloud Systems; DevOps; Program Analysis; Software Engineering,121000,0.328,0.316,1,1.0,synthetic_demo,MS,75.26,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002847,MS Electrical Engineering - VLSI,MS,Engineering,3.0,160.0,147.0,,90,6.5,2028-01-05,75,24,True,0.387,"MS Electrical Engineering - VLSI at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Signal Processing, Embedded Systems, VLSI and offers opportunities to build depth through electives, projects, and faculty-led research.",Embedded Systems; VLSI; Power Electronics; Signal Processing; Communications,Communications; Embedded Systems; Semiconductors; Control; Energy Systems,114000,0.382,0.391,0,,synthetic_demo,MS,71.21,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002848,MEng Computer Engineering - VLSI,MEng,Engineering,3.0,156.0,150.0,,95,6.5,2028-02-20,95,12,True,0.336,"MEng Computer Engineering - VLSI at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Computer Architecture, Embedded Systems, VLSI and offers opportunities to build depth through electives, projects, and faculty-led research.",Hardware Security; Embedded Systems; VLSI; Computer Architecture; Edge Computing,VLSI; Embedded Systems; Computer Architecture; Edge AI; Hardware Security,119000,0.349,0.324,0,,synthetic_demo,MS,74.12,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002849,MS Mechanical Engineering - Design,MS,Engineering,3.0,156.0,150.0,,85,6.5,2028-01-10,50,18,True,0.369,"MS Mechanical Engineering - Design at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Robotics, Thermal Sciences, Design and offers opportunities to build depth through electives, projects, and faculty-led research.",Manufacturing; Robotics; Energy; Design; Mechanics,Computational Engineering; Manufacturing; Thermal Sciences; Robotics; Mechanics,102000,0.372,0.362,1,0.0,synthetic_demo,MS,71.63,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002850,MS Industrial Engineering - Supply Chain,MS,Engineering,3.0,156.0,150.0,,90,6.5,2028-01-20,0,18,True,0.39,"MS Industrial Engineering - Supply Chain at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Operations Research, Optimization, Supply Chain and offers opportunities to build depth through electives, projects, and faculty-led research.",Optimization; Operations Research; Analytics; Simulation; Supply Chain,Decision Science; Optimization; Simulation; Supply Chain; Human Factors,99000,0.378,0.404,1,1.0,synthetic_demo,MS,71.0,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002851,MS Business Analytics - Financial Analytics,MS,"Business, Management & Marketing",3.0,156.0,150.0,,90,6.5,2028-04-20,105,12,True,0.337,"MS Business Analytics - Financial Analytics at University of California Irvine is a graduate program in Business, Management & Marketing designed for advanced study and career or research preparation. The curriculum emphasizes Predictive Analytics, Marketing Analytics, Financial Analytics and offers opportunities to build depth through electives, projects, and faculty-led research.",Optimization; Financial Analytics; Visualization; Predictive Analytics; Marketing Analytics,Econometrics; Decision Analytics; Marketing Science; Business Analytics; Operations,111000,0.338,0.34,2,0.0,synthetic_demo,MS,73.65,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002853,MS Biomedical Engineering - Biomaterials,MS,Engineering,3.0,156.0,150.0,,90,6.5,2028-01-05,65,18,True,0.361,"MS Biomedical Engineering - Biomaterials at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Medical Imaging, Biomechanics, Biomaterials and offers opportunities to build depth through electives, projects, and faculty-led research.",Biomechanics; Neural Engineering; Computational Biology; Medical Imaging; Bioinstrumentation,Biomaterials; Bioinformatics; Neural Engineering; Computational Biology; Biomedical Imaging,96000,0.351,0.374,3,1.0,synthetic_demo,MS,72.45,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002854,MS Civil Engineering - Geotechnical Engineering,MS,Engineering,3.2,157.0,150.0,,85,6.5,2028-01-10,100,24,True,0.32,"MS Civil Engineering - Geotechnical Engineering at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Structural Engineering, Transportation, Geotechnical Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Transportation; Sustainability; Structural Engineering; Construction; Geotechnical Engineering,Geotechnical Engineering; Sustainable Infrastructure; Transportation; Water Resources; Construction,92000,0.321,0.324,1,1.0,synthetic_demo,MS,75.14,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002855,MS Chemical Engineering - Materials,MS,Engineering,3.0,156.0,150.0,,95,6.5,2028-02-05,90,18,True,0.362,"MS Chemical Engineering - Materials at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Transport Phenomena, Process Systems, Materials and offers opportunities to build depth through electives, projects, and faculty-led research.",Biotechnology; Process Systems; Transport Phenomena; Materials; Reaction Engineering,Catalysis; Transport Phenomena; Process Systems; Materials; Energy,113000,0.351,0.372,1,1.0,synthetic_demo,MS,72.82,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002856,MS Robotics - Control,MS,Engineering,3.1,160.0,152.0,,95,7.0,2028-02-20,50,18,True,0.43,"MS Robotics - Control at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Robot Perception, Planning, Control and offers opportunities to build depth through electives, projects, and faculty-led research.",Human-Robot Interaction; Control; Autonomous Systems; Planning; Machine Learning,Robotics; Autonomous Systems; Human-Robot Interaction; Computer Vision; Reinforcement Learning,129000,0.425,0.429,1,0.0,synthetic_demo,MS,70.27,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002857,MS Statistics - Regression,MS,Mathematics & Statistics,3.0,156.0,150.0,,90,6.5,2028-03-01,90,24,True,0.35,"MS Statistics - Regression at University of California Irvine is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Probability, Statistical Inference, Regression and offers opportunities to build depth through electives, projects, and faculty-led research.",Computational Statistics; Bayesian Methods; Statistical Inference; Applied Statistics; Probability,Bayesian Methods; Probability; Biostatistics; Statistics; Causal Inference,111000,0.342,0.354,2,1.0,synthetic_demo,MS,73.0,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002858,MS Applied Mathematics - Differential Equations,MS,Mathematics & Statistics,3.2,160.0,152.0,,95,7.0,2028-04-20,95,18,True,0.407,"MS Applied Mathematics - Differential Equations at University of California Irvine is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Numerical Analysis, Optimization, Differential Equations and offers opportunities to build depth through electives, projects, and faculty-led research.",Mathematical Modeling; Differential Equations; Optimization; Numerical Analysis; Probability,Dynamical Systems; Optimization; Applied Mathematics; Mathematical Modeling; Probability,110000,0.402,0.409,1,1.0,synthetic_demo,MS,71.92,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002861,MS Computer Science - Data Science,MS,Computer & Information Sciences,3.0,154.0,149.0,,90,6.0,2029-03-05,150,24,True,0.322,"MS Computer Science - Data Science at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Artificial Intelligence, Systems, Algorithms and offers opportunities to build depth through electives, projects, and faculty-led research.",Cybersecurity; Data Science; Artificial Intelligence; Systems; Software Engineering,Algorithms; Machine Learning; Security; Computer Vision; Distributed Systems,130000,0.32,0.321,3,1.0,synthetic_demo,MS,74.22,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002862,MS Data Science - Visualization,MS,Computer & Information Sciences,3.0,156.0,150.0,,100,6.5,2029-03-01,200,18,True,0.426,"MS Data Science - Visualization at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Machine Learning, Statistical Modeling, Data Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Machine Learning; Data Engineering; Responsible AI; Big Data; Statistical Modeling,Machine Learning; Responsible AI; Statistics; Data Mining; Causal Inference,120000,0.43,0.421,1,1.0,synthetic_demo,MS,70.03,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002863,MS Artificial Intelligence - Reinforcement Learning,MS,Computer & Information Sciences,3.0,156.0,150.0,,90,7.0,2029-02-15,80,18,True,0.319,"MS Artificial Intelligence - Reinforcement Learning at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Deep Learning, NLP, Computer Vision and offers opportunities to build depth through electives, projects, and faculty-led research.",Reinforcement Learning; Computer Vision; Robotics; Deep Learning; NLP,AI Safety; Computer Vision; NLP; Multi-Agent Systems; Deep Learning,126000,0.311,0.324,0,,synthetic_demo,MS,74.55,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002864,MS Cybersecurity - Digital Forensics,MS,Computer & Information Sciences,3.1,152.0,152.0,,90,6.5,2029-02-10,0,18,True,0.374,"MS Cybersecurity - Digital Forensics at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Network Security, Cryptography, Cloud Security and offers opportunities to build depth through electives, projects, and faculty-led research.",Cloud Security; Privacy; Cryptography; Digital Forensics; Network Security,Network Security; Systems Security; Privacy; Digital Forensics; Cybersecurity,119000,0.367,0.381,2,0.0,synthetic_demo,MS,72.18,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002865,MS Information Systems - Analytics,MS,Computer & Information Sciences,3.1,156.0,150.0,,95,6.5,2029-01-20,50,18,True,0.376,"MS Information Systems - Analytics at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Databases, Cloud Computing, Enterprise Systems and offers opportunities to build depth through electives, projects, and faculty-led research.",Cloud Computing; Enterprise Systems; Analytics; IT Strategy; Databases,Cloud Computing; Databases; Information Systems; Digital Platforms; Analytics,106000,0.394,0.359,0,,synthetic_demo,MS,72.62,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002866,MS Software Engineering - Cloud Native Systems,MS,Computer & Information Sciences,3.1,151.0,152.0,,100,6.5,2029-04-05,90,18,True,0.414,"MS Software Engineering - Cloud Native Systems at University of California Irvine is a graduate program in Computer & Information Sciences designed for advanced study and career or research preparation. The curriculum emphasizes Software Architecture, DevOps, Testing and offers opportunities to build depth through electives, projects, and faculty-led research.",Testing; Agile Engineering; Software Architecture; Cloud Native Systems; DevOps,DevOps; Program Analysis; Software Testing; Software Engineering; Distributed Systems,125000,0.412,0.414,0,,synthetic_demo,MS,70.96,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002867,MS Electrical Engineering - Communications,MS,Engineering,3.0,160.0,149.0,,90,7.0,2029-04-01,105,18,True,0.357,"MS Electrical Engineering - Communications at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Signal Processing, Embedded Systems, VLSI and offers opportunities to build depth through electives, projects, and faculty-led research.",Embedded Systems; Communications; Control Systems; Power Electronics; VLSI,Semiconductors; Communications; Energy Systems; Control; Signal Processing,119000,0.365,0.35,1,1.0,synthetic_demo,MS,72.83,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002868,MEng Computer Engineering - IoT,MEng,Engineering,3.0,156.0,150.0,,90,6.5,2029-02-05,75,12,True,0.233,"MEng Computer Engineering - IoT at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Computer Architecture, Embedded Systems, VLSI and offers opportunities to build depth through electives, projects, and faculty-led research.",Embedded Systems; VLSI; IoT; Hardware Security; Edge Computing,VLSI; Hardware Security; Edge AI; Computer Architecture; IoT,119000,0.235,0.23,1,1.0,synthetic_demo,MS,78.85,Tier1
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002869,MS Mechanical Engineering - Manufacturing,MS,Engineering,3.0,156.0,150.0,,85,6.5,2029-03-01,120,18,True,0.36,"MS Mechanical Engineering - Manufacturing at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Robotics, Thermal Sciences, Design and offers opportunities to build depth through electives, projects, and faculty-led research.",Design; Mechanics; Energy; Robotics; Manufacturing,Thermal Sciences; Computational Engineering; Mechanics; Robotics; Energy,105000,0.361,0.366,0,,synthetic_demo,MS,72.08,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002870,MS Industrial Engineering - Quality Engineering,MS,Engineering,3.0,156.0,150.0,,85,6.5,2029-02-10,150,18,True,0.378,"MS Industrial Engineering - Quality Engineering at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Operations Research, Optimization, Supply Chain and offers opportunities to build depth through electives, projects, and faculty-led research.",Supply Chain; Quality Engineering; Analytics; Operations Research; Optimization,Human Factors; Decision Science; Operations Research; Simulation; Optimization,100000,0.389,0.367,0,,synthetic_demo,MS,71.18,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002871,MS Business Analytics - Data Management,MS,"Business, Management & Marketing",3.0,156.0,150.0,,90,6.5,2029-03-10,65,12,True,0.332,"MS Business Analytics - Data Management at University of California Irvine is a graduate program in Business, Management & Marketing designed for advanced study and career or research preparation. The curriculum emphasizes Predictive Analytics, Marketing Analytics, Financial Analytics and offers opportunities to build depth through electives, projects, and faculty-led research.",Marketing Analytics; Financial Analytics; Visualization; Data Management; Optimization,Decision Analytics; Econometrics; Marketing Science; Operations; Business Analytics,112000,0.31,0.351,0,,synthetic_demo,MS,73.9,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002873,MS Biomedical Engineering - Computational Biology,MS,Engineering,3.0,154.0,148.0,,90,6.5,2029-01-05,80,24,True,0.341,"MS Biomedical Engineering - Computational Biology at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Medical Imaging, Biomechanics, Biomaterials and offers opportunities to build depth through electives, projects, and faculty-led research.",Biomechanics; Medical Imaging; Computational Biology; Neural Engineering; Bioinstrumentation,Biomedical Imaging; Neural Engineering; Biomechanics; Bioinformatics; Computational Biology,102000,0.349,0.333,0,,synthetic_demo,MS,73.21,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002874,MS Civil Engineering - Water Resources,MS,Engineering,3.0,156.0,150.0,,85,6.5,2029-03-01,0,18,True,0.391,"MS Civil Engineering - Water Resources at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Structural Engineering, Transportation, Geotechnical Engineering and offers opportunities to build depth through electives, projects, and faculty-led research.",Construction; Water Resources; Transportation; Sustainability; Geotechnical Engineering,Transportation; Water Resources; Sustainable Infrastructure; Geotechnical Engineering; Structures,95000,0.388,0.389,2,0.5,synthetic_demo,MS,70.53,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002875,MS Chemical Engineering - Energy,MS,Engineering,3.0,158.0,149.0,,90,6.5,2029-04-15,95,24,True,0.371,"MS Chemical Engineering - Energy at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Transport Phenomena, Process Systems, Materials and offers opportunities to build depth through electives, projects, and faculty-led research.",Energy; Reaction Engineering; Materials; Process Systems; Biotechnology,Transport Phenomena; Energy; Biotechnology; Materials; Catalysis,111000,0.377,0.368,2,1.0,synthetic_demo,MS,72.01,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002876,MS Robotics - Autonomous Systems,MS,Engineering,3.0,156.0,150.0,,90,6.5,2029-02-05,65,18,True,0.369,"MS Robotics - Autonomous Systems at University of California Irvine is a graduate program in Engineering designed for advanced study and career or research preparation. The curriculum emphasizes Robot Perception, Planning, Control and offers opportunities to build depth through electives, projects, and faculty-led research.",Autonomous Systems; Robot Perception; Planning; Control; Machine Learning,Reinforcement Learning; Control; Robotics; Computer Vision; Autonomous Systems,120000,0.376,0.368,0,,synthetic_demo,MS,72.05,Tier2
110653,University of California-Irvine,CA,Irvine,33.648434,-117.841248,15722,49922,0.2857,30197,,,urban,www.uci.edu/,,,Public,P002877,MS Statistics - Bayesian Methods,MS,Mathematics & Statistics,3.2,160.0,150.0,,90,6.5,2029-01-10,150,24,True,0.365,"MS Statistics - Bayesian Methods at University of California Irvine is a graduate program in Mathematics & Statistics designed for advanced study and career or research preparation. The curriculum emphasizes Probability, Statistical Inference, Regression and offers opportunities to build depth through electives, projects, and faculty-led research.",Bayesian Methods; Probability; Statistical Inference; Regression; Applied Statistics,Biostatistics; Bayesian Methods; Probability; Causal Inference; Statistics,107000,0.355,0.376,1,1.0,synthetic_demo,MS,73.49,Tier2
