applicant_id,track,gpa_normalized_4,gre_score,toefl_score,has_research,university_rating,admit_probability,admission_status,gmat_score,work_experience_months,major,work_industry,profile_score,recommended_tier
MS_SYN4061,MS,3.9267357239142577,334.0,117.0,1.0,5.0,0.81,,,,,,91.22,Tier1
MS_SYN4062,MS,3.360911154845077,314.0,105.0,0.0,2.0,0.63,,,,,,78.22,Tier2
MS_SYN4063,MS,3.4258008972770755,316.0,112.0,0.0,3.0,0.79,,,,,,85.96,Tier1
MS_SYN4064,MS,3.610867636872269,324.0,114.0,0.0,5.0,0.85,,,,,,90.13,Tier1
MS_SYN4065,MS,3.1683896968619174,316.0,109.0,0.0,1.0,0.51,,,,,,73.1,Tier2
MS_SYN4066,MS,3.218657945336771,315.0,99.0,1.0,1.0,0.61,,,,,,76.03,Tier2
MS_SYN4067,MS,3.588076748088304,327.0,110.0,0.0,5.0,0.88,,,,,,90.93,Tier1
MS_SYN4068,MS,3.577944055264161,328.0,111.0,1.0,2.0,0.66,,,,,,82.28,Tier2
MS_SYN4069,MS,3.5757021094171213,314.0,109.0,1.0,2.0,0.73,,,,,,83.79,Tier1
MS_SYN4070,MS,3.78563036847939,330.0,114.0,1.0,5.0,0.92,,,,,,94.24,Tier1
MS_SYN4071,MS,3.3210857930216866,312.0,109.0,0.0,3.0,0.65,,,,,,79.17,Tier2
MS_SYN4072,MS,2.95036752237465,298.0,98.0,0.0,1.0,0.42,,,,,,65.71,Tier2
MS_SYN4073,MS,3.517543383410747,327.0,113.0,1.0,3.0,0.8,,,,,,87.76,Tier1
MS_SYN4074,MS,3.550218746251037,328.0,105.0,1.0,4.0,0.8,,,,,,86.99,Tier1
MS_SYN4075,MS,3.198657706735553,312.0,103.0,0.0,2.0,0.63,,,,,,77.01,Tier2
MS_SYN4076,MS,3.1793525983042863,299.0,99.0,0.0,1.0,0.55,,,,,,72.26,Tier2
MS_SYN4077,MS,3.870838109381169,332.0,118.0,1.0,5.0,0.99,,,,,,98.12,Tier1
MS_SYN4078,MS,3.556755283262888,318.0,110.0,0.0,4.0,0.89,,,,,,90.52,Tier1
MS_SYN4079,MS,3.065940855646164,305.0,102.0,1.0,1.0,0.54,,,,,,72.11,Tier2
MS_SYN4080,MS,3.5679083910272538,313.0,108.0,1.0,4.0,0.77,,,,,,85.15,Tier1
MS_SYN4081,MS,3.0165385206606783,295.0,91.0,0.0,1.0,0.43,,,,,,65.35,Tier2
MS_SYN4082,MS,3.64061501313837,338.0,117.0,0.0,4.0,0.85,,,,,,91.68,Tier1
MS_SYN4083,MS,3.251281914607911,315.0,110.0,0.0,4.0,0.7,,,,,,81.17,Tier2
MS_SYN4084,MS,3.421189121265679,314.0,110.0,1.0,1.0,0.63,,,,,,79.14,Tier2
MS_SYN4085,MS,3.663468090342963,332.0,110.0,1.0,5.0,0.95,,,,,,94.48,Tier1
MS_SYN4086,MS,3.3747144404653184,322.0,112.0,1.0,3.0,0.72,,,,,,83.35,Tier1
MS_SYN4087,MS,3.206915101735494,311.0,100.0,1.0,3.0,0.65,,,,,,77.4,Tier2
MS_SYN4088,MS,3.52966976174909,323.0,105.0,0.0,4.0,0.77,,,,,,85.32,Tier1
MS_SYN4089,MS,3.5045804272816894,315.0,110.0,1.0,5.0,0.88,,,,,,89.63,Tier1
MS_SYN4090,MS,3.344750740802232,316.0,104.0,0.0,2.0,0.7,,,,,,80.96,Tier2
MS_SYN4091,MS,3.139709456801208,307.0,98.0,0.0,1.0,0.66,,,,,,76.92,Tier2
MS_SYN4092,MS,3.545832353913863,318.0,111.0,1.0,5.0,0.84,,,,,,88.59,Tier1
MS_SYN4093,MS,3.611098825383677,327.0,109.0,0.0,3.0,0.72,,,,,,84.52,Tier1
MS_SYN4094,MS,3.702569483905736,319.0,109.0,1.0,5.0,0.88,,,,,,90.79,Tier1
MS_SYN4095,MS,3.223990885216236,308.0,107.0,0.0,3.0,0.61,,,,,,76.54,Tier2
MS_SYN4096,MS,3.0446927137995736,289.0,94.0,1.0,1.0,0.55,,,,,,70.22,Tier2
MS_SYN4097,MS,3.753082143542016,333.0,116.0,1.0,5.0,0.93,,,,,,94.95,Tier1
MS_SYN4098,MS,3.4948639590627457,326.0,108.0,1.0,3.0,0.76,,,,,,85.34,Tier1
MS_SYN4099,MS,3.393947693640488,301.0,106.0,1.0,3.0,0.74,,,,,,81.95,Tier2
MS_SYN4100,MS,3.664763324668974,328.0,111.0,1.0,4.0,0.81,,,,,,88.72,Tier1
MS_SYN4101,MS,3.375471510358496,309.0,106.0,1.0,2.0,0.75,,,,,,82.85,Tier1
MS_SYN4102,MS,3.581996826631584,325.0,115.0,1.0,3.0,0.76,,,,,,86.58,Tier1
MS_SYN4103,MS,3.4181429011068025,309.0,108.0,0.0,4.0,0.71,,,,,,81.71,Tier2
MS_SYN4104,MS,3.2631281031628943,313.0,106.0,1.0,2.0,0.56,,,,,,74.98,Tier2
MS_SYN4105,MS,3.4343246432949424,317.0,108.0,0.0,4.0,0.77,,,,,,84.78,Tier1
MS_SYN4106,MS,3.430496111774198,318.0,110.0,1.0,5.0,0.84,,,,,,87.88,Tier1
MS_SYN4107,MS,3.53416659120652,312.0,113.0,1.0,3.0,0.76,,,,,,85.14,Tier1
MS_SYN4108,MS,3.470283534654909,329.0,108.0,1.0,4.0,0.7,,,,,,83.04,Tier1
MS_SYN4109,MS,3.3255994675467573,313.0,104.0,0.0,3.0,0.74,,,,,,82.24,Tier2
MS_SYN4110,MS,3.371991172588251,315.0,113.0,0.0,3.0,0.69,,,,,,81.75,Tier2
MS_SYN4111,MS,3.3301526163388986,321.0,113.0,1.0,2.0,0.6,,,,,,78.38,Tier2
MS_SYN4112,MS,3.560355815551823,316.0,112.0,1.0,2.0,0.7,,,,,,83.04,Tier1
MS_SYN4113,MS,3.673861203495514,328.0,118.0,1.0,5.0,0.81,,,,,,89.64,Tier1
MS_SYN4114,MS,3.337757138351696,299.0,102.0,0.0,1.0,0.59,,,,,,75.02,Tier2
MS_SYN4115,MS,3.779512754759872,333.0,116.0,0.0,5.0,0.94,,,,,,95.48,Tier1
MS_SYN4116,MS,3.2060674969920755,302.0,94.0,0.0,1.0,0.51,,,,,,70.39,Tier2
MS_SYN4117,MS,3.155558530054921,308.0,101.0,0.0,1.0,0.54,,,,,,72.65,Tier2
MS_SYN4118,MS,3.614530349905536,333.0,115.0,1.0,4.0,0.89,,,,,,92.53,Tier1
MS_SYN4119,MS,3.383605099528963,307.0,108.0,1.0,3.0,0.72,,,,,,81.79,Tier2
MS_SYN4120,MS,2.937241171321446,302.0,98.0,0.0,1.0,0.47,,,,,,67.94,Tier2
MS_SYN4121,MS,3.9237866077835686,329.0,120.0,1.0,5.0,0.99,,,,,,98.41,Tier1
MS_SYN4122,MS,3.3571804646711456,315.0,108.0,0.0,3.0,0.74,,,,,,83.05,Tier1
MS_SYN4123,MS,3.539709020875227,334.0,107.0,1.0,3.0,0.7,,,,,,83.63,Tier1
MS_SYN4124,MS,2.9805392504511325,297.0,104.0,1.0,1.0,0.57,,,,,,72.54,Tier2
MS_SYN4125,MS,3.1535292694371257,308.0,98.0,0.0,1.0,0.53,,,,,,71.86,Tier2
MS_SYN4126,MS,3.243921237519872,310.0,100.0,1.0,1.0,0.57,,,,,,74.31,Tier2
MS_SYN4127,MS,3.266468387650436,311.0,104.0,1.0,1.0,0.62,,,,,,77.0,Tier2
MS_SYN4128,MS,2.858961915536073,294.0,95.0,0.0,2.0,0.45,,,,,,65.79,Tier2
MS_SYN4129,MS,3.6983706579176014,320.0,104.0,0.0,4.0,0.82,,,,,,87.82,Tier1
MS_SYN4130,MS,3.7652338260949336,320.0,110.0,1.0,5.0,0.78,,,,,,87.31,Tier1
MS_SYN4131,MS,3.4835617581811995,311.0,112.0,1.0,2.0,0.67,,,,,,81.09,Tier2
MS_SYN4132,MS,3.7348454774620174,323.0,111.0,1.0,5.0,0.85,,,,,,90.3,Tier1
MS_SYN4133,MS,3.0518276122231587,309.0,99.0,0.0,2.0,0.49,,,,,,69.95,Tier2
MS_SYN4134,MS,3.166802833396712,300.0,100.0,0.0,2.0,0.59,,,,,,73.99,Tier2
MS_SYN4135,MS,3.288801080875034,305.0,99.0,0.0,1.0,0.58,,,,,,74.45,Tier2
MS_SYN4136,MS,2.878243469181695,295.0,94.0,0.0,1.0,0.46,,,,,,66.23,Tier2
MS_SYN4137,MS,3.478308828728043,315.0,108.0,0.0,2.0,0.67,,,,,,80.85,Tier2
MS_SYN4138,MS,3.3065444665700863,297.0,101.0,0.0,2.0,0.6,,,,,,75.0,Tier2
MS_SYN4139,MS,3.461579198934908,312.0,105.0,1.0,5.0,0.8,,,,,,85.37,Tier1
MS_SYN4140,MS,3.549057575388117,316.0,102.0,0.0,4.0,0.8,,,,,,85.73,Tier1
MS_SYN4141,MS,3.3572776806917632,323.0,112.0,0.0,4.0,0.77,,,,,,85.34,Tier1
MS_SYN4142,MS,3.730288613075084,333.0,115.0,1.0,5.0,0.96,,,,,,95.91,Tier1
MS_SYN4143,MS,3.425560909853996,314.0,108.0,0.0,3.0,0.72,,,,,,82.52,Tier1
MS_SYN4144,MS,3.2191036571966123,316.0,106.0,0.0,1.0,0.57,,,,,,75.38,Tier2
MS_SYN4145,MS,3.361445109141683,314.0,105.0,1.0,1.0,0.66,,,,,,79.42,Tier2
MS_SYN4146,MS,3.554708582917004,327.0,110.0,1.0,2.0,0.8,,,,,,87.57,Tier1
MS_SYN4147,MS,3.251871194036576,312.0,105.0,0.0,1.0,0.54,,,,,,73.93,Tier2
MS_SYN4148,MS,2.7876091122588904,289.0,90.0,0.0,1.0,0.4,,,,,,62.44,Tier2
MS_SYN4149,MS,3.312648140010741,312.0,107.0,0.0,2.0,0.68,,,,,,80.08,Tier2
MS_SYN4150,MS,3.4131238652648204,316.0,106.0,0.0,4.0,0.78,,,,,,84.75,Tier1
MS_SYN4151,MS,3.542401545641816,317.0,107.0,0.0,4.0,0.83,,,,,,87.6,Tier1
MS_SYN4152,MS,3.14846279063768,301.0,94.0,0.0,2.0,0.59,,,,,,73.22,Tier2
MS_SYN4153,MS,3.7684973663710384,326.0,113.0,1.0,5.0,0.84,,,,,,90.54,Tier1
MS_SYN4154,MS,3.23884815708686,310.0,107.0,1.0,1.0,0.62,,,,,,77.16,Tier2
MS_SYN4155,MS,3.2399946882197463,314.0,103.0,1.0,2.0,0.62,,,,,,76.96,Tier2
MS_SYN4156,MS,3.1648571797920604,307.0,105.0,0.0,2.0,0.62,,,,,,76.32,Tier2
MS_SYN4157,MS,3.480490220348156,328.0,107.0,1.0,5.0,0.83,,,,,,88.1,Tier1
MS_SYN4158,MS,3.254413045839542,309.0,104.0,0.0,1.0,0.6,,,,,,75.99,Tier2
MS_SYN4159,MS,3.338009448100209,317.0,104.0,0.0,2.0,0.66,,,,,,79.4,Tier2
MS_SYN4160,MS,3.73177929949769,333.0,112.0,1.0,5.0,0.89,,,,,,92.74,Tier1
MS_SYN4161,MS,3.679173644775785,321.0,106.0,1.0,4.0,0.79,,,,,,86.85,Tier1
MS_SYN4162,MS,3.357482382266117,314.0,104.0,1.0,3.0,0.71,,,,,,81.28,Tier2
MS_SYN4163,MS,3.81473408564053,332.0,115.0,1.0,5.0,0.99,,,,,,97.46,Tier1
MS_SYN4164,MS,3.702126711758101,318.0,108.0,0.0,4.0,0.92,,,,,,92.19,Tier1
MS_SYN4165,MS,3.679551165616152,324.0,109.0,0.0,4.0,0.78,,,,,,87.05,Tier1
MS_SYN4166,MS,3.2875148293158167,304.0,102.0,1.0,2.0,0.62,,,,,,76.34,Tier2
MS_SYN4167,MS,3.584192435804725,322.0,115.0,1.0,4.0,0.78,,,,,,87.17,Tier1
MS_SYN4168,MS,3.3402194401104857,317.0,108.0,1.0,2.0,0.65,,,,,,79.51,Tier2
MS_SYN4169,MS,3.5168464697477635,322.0,113.0,0.0,3.0,0.67,,,,,,82.19,Tier2
MS_SYN4170,MS,3.954966340280208,340.0,114.0,1.0,5.0,0.99,,,,,,98.62,Tier1
MS_SYN4171,MS,3.353003406482608,310.0,106.0,0.0,1.0,0.67,,,,,,79.61,Tier2
MS_SYN4172,MS,3.3774711583405823,305.0,102.0,0.0,3.0,0.71,,,,,,80.46,Tier2
MS_SYN4173,MS,3.4235475834829847,324.0,109.0,0.0,4.0,0.81,,,,,,86.97,Tier1
MS_SYN4174,MS,3.5305778965252825,322.0,107.0,0.0,3.0,0.77,,,,,,85.5,Tier1
MS_SYN4175,MS,3.5394420637508235,311.0,111.0,1.0,4.0,0.77,,,,,,85.24,Tier1
MS_SYN4176,MS,3.819111142282124,333.0,113.0,1.0,5.0,0.86,,,,,,92.11,Tier1
MS_SYN4177,MS,3.0142522400568152,292.0,96.0,0.0,1.0,0.44,,,,,,66.14,Tier2
MS_SYN4178,MS,3.526770034611354,312.0,101.0,1.0,5.0,0.83,,,,,,86.4,Tier1
MS_SYN4179,MS,3.182270347259966,307.0,98.0,1.0,4.0,0.66,,,,,,77.13,Tier2
MS_SYN4180,MS,3.2094748589712627,311.0,101.0,0.0,1.0,0.58,,,,,,74.74,Tier2
MS_SYN4181,MS,3.350094061894319,321.0,115.0,0.0,4.0,0.75,,,,,,84.73,Tier1
MS_SYN4182,MS,3.4328966649819264,332.0,111.0,1.0,3.0,0.72,,,,,,84.25,Tier1
MS_SYN4183,MS,2.957853473006582,299.0,100.0,0.0,1.0,0.54,,,,,,70.87,Tier2
MS_SYN4184,MS,3.4109512864501643,303.0,101.0,0.0,3.0,0.74,,,,,,81.56,Tier2
MS_SYN4185,MS,3.337654292049028,310.0,101.0,0.0,2.0,0.67,,,,,,78.91,Tier2
MS_SYN4186,MS,3.338342700374555,312.0,102.0,0.0,2.0,0.61,,,,,,76.78,Tier2
MS_SYN4187,MS,3.714638140060413,339.0,120.0,0.0,5.0,0.91,,,,,,94.9,Tier1
MS_SYN4188,MS,3.3311628163667093,312.0,106.0,1.0,2.0,0.69,,,,,,80.45,Tier2
MS_SYN4189,MS,3.563350249621221,310.0,107.0,1.0,4.0,0.79,,,,,,85.59,Tier1
MS_SYN4190,MS,3.4269761031766253,317.0,104.0,1.0,4.0,0.76,,,,,,83.84,Tier1
MS_SYN4191,MS,3.4347515894901903,318.0,110.0,1.0,4.0,0.77,,,,,,85.11,Tier1
MS_SYN4192,MS,3.310567217525566,305.0,105.0,0.0,2.0,0.58,,,,,,75.3,Tier2
MS_SYN4193,MS,3.8824329805764943,323.0,112.0,1.0,5.0,0.92,,,,,,93.96,Tier1
MS_SYN4194,MS,3.2170190429593672,312.0,103.0,0.0,1.0,0.57,,,,,,74.7,Tier2
MS_SYN4195,MS,3.632055388829282,338.0,120.0,0.0,3.0,0.85,,,,,,92.01,Tier1
MS_SYN4196,MS,3.808663236749419,331.0,111.0,1.0,5.0,0.93,,,,,,94.46,Tier1
MS_SYN4197,MS,3.517593890748698,328.0,111.0,0.0,5.0,0.78,,,,,,86.78,Tier1
MS_SYN4198,MS,3.2194313970841195,312.0,112.0,1.0,1.0,0.62,,,,,,77.84,Tier2
MS_SYN4199,MS,3.553593870589844,319.0,112.0,0.0,2.0,0.83,,,,,,88.42,Tier1
MS_SYN4200,MS,3.460433702151688,314.0,103.0,1.0,4.0,0.78,,,,,,84.47,Tier1
MS_SYN4201,MS,3.297341507285398,305.0,106.0,0.0,3.0,0.74,,,,,,81.76,Tier2
MS_SYN4202,MS,3.3462201875101028,313.0,105.0,1.0,2.0,0.67,,,,,,79.67,Tier2
MS_SYN4203,MS,3.6211498164159455,320.0,115.0,1.0,4.0,0.83,,,,,,89.21,Tier1
MS_SYN4204,MS,3.3241680795753537,308.0,113.0,0.0,1.0,0.62,,,,,,78.19,Tier2
MS_SYN4205,MS,3.74762582758296,332.0,114.0,1.0,5.0,0.87,,,,,,92.2,Tier1
MS_SYN4206,MS,3.476596539510389,322.0,111.0,0.0,3.0,0.78,,,,,,86.13,Tier1
MS_SYN4207,MS,3.304848118547448,303.0,103.0,1.0,3.0,0.71,,,,,,80.08,Tier2
MS_SYN4208,MS,3.282537653282955,314.0,105.0,0.0,1.0,0.62,,,,,,77.43,Tier2
MS_SYN4209,MS,3.5861064245594645,321.0,112.0,1.0,4.0,0.85,,,,,,89.53,Tier1
MS_SYN4210,MS,3.686464355375346,328.0,117.0,0.0,3.0,0.8,,,,,,89.17,Tier1
MS_SYN4211,MS,3.557171045361383,318.0,117.0,1.0,4.0,0.78,,,,,,86.99,Tier1
MS_SYN4212,MS,3.3662069824690564,319.0,108.0,1.0,3.0,0.71,,,,,,82.19,Tier2
MS_SYN4213,MS,3.091946766577543,304.0,102.0,0.0,1.0,0.52,,,,,,71.36,Tier2
MS_SYN4214,MS,3.711794665851185,323.0,110.0,1.0,3.0,0.85,,,,,,90.06,Tier1
MS_SYN4215,MS,3.5967711283121164,315.0,113.0,1.0,5.0,0.84,,,,,,88.87,Tier1
MS_SYN4216,MS,2.7809514810940046,294.0,98.0,0.0,1.0,0.43,,,,,,64.97,Tier2
MS_SYN4217,MS,3.5719985976385145,334.0,117.0,1.0,5.0,0.8,,,,,,89.04,Tier1
MS_SYN4218,MS,3.4139348917125107,322.0,107.0,1.0,4.0,0.79,,,,,,85.72,Tier1
MS_SYN4219,MS,3.479889959029886,324.0,113.0,1.0,4.0,0.75,,,,,,85.35,Tier1
MS_SYN4220,MS,3.1610983400091994,314.0,103.0,0.0,1.0,0.62,,,,,,76.57,Tier2
MS_SYN4221,MS,3.138221103236368,304.0,101.0,1.0,1.0,0.57,,,,,,73.47,Tier2
MS_SYN4222,MS,3.14263412165051,316.0,108.0,0.0,1.0,0.52,,,,,,73.25,Tier2
MS_SYN4223,MS,3.615913500624328,326.0,112.0,1.0,5.0,0.87,,,,,,90.85,Tier1
MS_SYN4224,MS,3.484547305430111,315.0,102.0,0.0,5.0,0.82,,,,,,86.13,Tier1
MS_SYN4225,MS,3.622367843402104,330.0,115.0,1.0,4.0,0.85,,,,,,90.75,Tier1
MS_SYN4226,MS,3.365065881541768,302.0,107.0,0.0,3.0,0.69,,,,,,80.01,Tier2
MS_SYN4227,MS,3.673463388493289,320.0,110.0,1.0,5.0,0.84,,,,,,89.25,Tier1
MS_SYN4228,MS,3.6193493596895023,329.0,107.0,0.0,5.0,0.84,,,,,,89.26,Tier1
MS_SYN4229,MS,3.546019166919335,322.0,114.0,0.0,4.0,0.78,,,,,,86.86,Tier1
MS_SYN4230,MS,3.4244390246211944,317.0,106.0,0.0,4.0,0.79,,,,,,85.28,Tier1
MS_SYN4231,MS,3.6971116692265857,329.0,115.0,0.0,4.0,0.88,,,,,,92.25,Tier1
MS_SYN4232,MS,3.2950425559257246,307.0,103.0,0.0,3.0,0.68,,,,,,79.12,Tier2
MS_SYN4233,MS,3.5155929361530585,322.0,111.0,1.0,3.0,0.76,,,,,,85.53,Tier1
MS_SYN4234,MS,3.5115653996281075,319.0,110.0,1.0,4.0,0.79,,,,,,86.36,Tier1
MS_SYN4235,MS,3.387225549398803,319.0,103.0,0.0,2.0,0.7,,,,,,81.27,Tier2
MS_SYN4236,MS,3.2011685528044627,315.0,104.0,1.0,1.0,0.65,,,,,,78.17,Tier2
MS_SYN4237,MS,3.457572726776047,319.0,109.0,0.0,4.0,0.74,,,,,,83.97,Tier1
MS_SYN4238,MS,3.56545282593478,323.0,107.0,1.0,3.0,0.75,,,,,,84.95,Tier1
MS_SYN4239,MS,3.3666211260690093,314.0,107.0,1.0,3.0,0.61,,,,,,77.7,Tier2
MS_SYN4240,MS,2.9469362715886853,290.0,93.0,0.0,1.0,0.57,,,,,,70.48,Tier2
MS_SYN4241,MS,3.271252125219596,308.0,102.0,0.0,1.0,0.58,,,,,,74.95,Tier2
MS_SYN4242,MS,3.2292929979305125,306.0,104.0,0.0,2.0,0.54,,,,,,73.25,Tier2
MS_SYN4243,MS,3.7412214601355736,330.0,117.0,1.0,5.0,0.91,,,,,,94.0,Tier1
MS_SYN4244,MS,3.67120607251608,328.0,108.0,1.0,5.0,0.85,,,,,,89.97,Tier1
MS_SYN4245,MS,3.186645939148657,307.0,101.0,0.0,2.0,0.63,,,,,,76.33,Tier2
MS_SYN4246,MS,3.254048569241444,307.0,105.0,0.0,1.0,0.67,,,,,,78.77,Tier2
MS_SYN4247,MS,3.104890726395769,304.0,101.0,1.0,2.0,0.63,,,,,,75.7,Tier2
MS_SYN4248,MS,3.6211212673702455,323.0,112.0,1.0,4.0,0.71,,,,,,84.26,Tier1
MS_SYN4249,MS,2.858864080325818,308.0,93.0,0.0,1.0,0.46,,,,,,66.97,Tier2
MS_SYN4250,MS,3.381917944540818,311.0,103.0,0.0,1.0,0.52,,,,,,73.45,Tier2
MS_SYN4251,MS,3.287264606672564,308.0,104.0,1.0,3.0,0.64,,,,,,77.68,Tier2
MS_SYN4252,MS,3.046245441173024,311.0,104.0,1.0,3.0,0.67,,,,,,77.9,Tier2
MS_SYN4253,MS,3.1084196393488104,305.0,97.0,0.0,1.0,0.53,,,,,,71.29,Tier2
MS_SYN4254,MS,3.124350445558905,307.0,95.0,0.0,1.0,0.44,,,,,,67.67,Tier2
MS_SYN4255,MS,3.4987922288562565,320.0,107.0,0.0,3.0,0.72,,,,,,83.2,Tier1
MS_SYN4256,MS,3.645967258451648,324.0,113.0,1.0,5.0,0.87,,,,,,90.98,Tier1
MS_SYN4257,MS,3.4226714268698446,319.0,107.0,1.0,3.0,0.75,,,,,,83.94,Tier1
MS_SYN4258,MS,3.925163275013511,340.0,120.0,1.0,5.0,0.99,,,,,,99.23,Tier1
MS_SYN4259,MS,3.28549768733858,322.0,101.0,1.0,4.0,0.77,,,,,,83.53,Tier1
MS_SYN4260,MS,3.4120424419020168,317.0,106.0,1.0,3.0,0.73,,,,,,82.82,Tier1
MS_SYN4261,MS,3.300295206633815,309.0,103.0,1.0,4.0,0.75,,,,,,82.1,Tier2
MS_SYN4262,MS,3.175482321813961,302.0,108.0,1.0,2.0,0.69,,,,,,79.18,Tier2
MS_SYN4263,MS,3.705477988625773,325.0,112.0,1.0,5.0,0.83,,,,,,89.62,Tier1
MS_SYN4264,MS,3.3133802005074697,314.0,109.0,1.0,4.0,0.77,,,,,,84.08,Tier1
MS_SYN4265,MS,3.898717769963691,329.0,120.0,1.0,5.0,0.97,,,,,,97.48,Tier1
MS_SYN4266,MS,3.48205956275362,322.0,108.0,0.0,4.0,0.75,,,,,,84.59,Tier1
MS_SYN4267,MS,3.278525021399943,300.0,106.0,0.0,1.0,0.57,,,,,,74.5,Tier2
MS_SYN4268,MS,3.438929870251418,323.0,110.0,0.0,1.0,0.66,,,,,,81.09,Tier2
MS_SYN4269,MS,2.8883990705946667,293.0,97.0,0.0,1.0,0.48,,,,,,67.31,Tier2
MS_SYN4270,MS,3.5002786453761843,331.0,110.0,0.0,5.0,0.88,,,,,,90.79,Tier1
MS_SYN4271,MS,3.563025766166274,323.0,102.0,1.0,4.0,0.76,,,,,,84.72,Tier1
MS_SYN4272,MS,3.8539848634764966,338.0,116.0,1.0,5.0,0.98,,,,,,97.82,Tier1
MS_SYN4273,MS,3.0583578854640043,297.0,95.0,0.0,1.0,0.46,,,,,,67.41,Tier2
MS_SYN4274,MS,3.82375936722974,333.0,118.0,0.0,5.0,0.96,,,,,,96.75,Tier1
MS_SYN4275,MS,3.197955153986388,313.0,103.0,0.0,1.0,0.61,,,,,,76.28,Tier2
MS_SYN4276,MS,3.33871841375672,301.0,105.0,1.0,2.0,0.66,,,,,,78.35,Tier2
MS_SYN4277,MS,3.249368102016136,313.0,106.0,1.0,1.0,0.63,,,,,,77.71,Tier2
MS_SYN4278,MS,3.880981716582717,332.0,114.0,0.0,5.0,0.99,,,,,,97.67,Tier1
MS_SYN4279,MS,3.516823327777676,327.0,112.0,1.0,4.0,0.78,,,,,,86.83,Tier1
MS_SYN4280,MS,3.512926493763162,304.0,103.0,0.0,4.0,0.81,,,,,,85.19,Tier1
MS_SYN4281,MS,3.411853984391474,313.0,108.0,0.0,3.0,0.64,,,,,,79.17,Tier2
MS_SYN4282,MS,3.1578403389510843,300.0,103.0,0.0,1.0,0.59,,,,,,74.32,Tier2
MS_SYN4283,MS,3.017156767122619,301.0,103.0,1.0,2.0,0.52,,,,,,70.89,Tier2
MS_SYN4284,MS,3.593728021639792,317.0,111.0,1.0,5.0,0.89,,,,,,90.75,Tier1
MS_SYN4285,MS,3.786296219616829,330.0,111.0,1.0,4.0,0.87,,,,,,91.87,Tier1
MS_SYN4286,MS,3.6486879326637527,333.0,117.0,1.0,5.0,0.97,,,,,,96.15,Tier1
MS_SYN4287,MS,3.2913364377853545,313.0,106.0,0.0,3.0,0.75,,,,,,82.72,Tier1
MS_SYN4288,MS,3.2490375552421926,313.0,104.0,0.0,2.0,0.62,,,,,,77.06,Tier2
MS_SYN4289,MS,3.444350624587758,326.0,115.0,0.0,5.0,0.75,,,,,,85.57,Tier1
MS_SYN4290,MS,3.212305009092734,309.0,105.0,1.0,3.0,0.65,,,,,,77.91,Tier2
MS_SYN4291,MS,3.680202973861724,326.0,112.0,1.0,5.0,0.89,,,,,,91.97,Tier1
MS_SYN4292,MS,3.598455475836856,322.0,114.0,1.0,4.0,0.86,,,,,,90.32,Tier1
MS_SYN4293,MS,3.284107884241322,298.0,102.0,1.0,1.0,0.63,,,,,,76.28,Tier2
MS_SYN4294,MS,3.119004097850837,307.0,104.0,0.0,1.0,0.58,,,,,,74.37,Tier2
MS_SYN4295,MS,3.39857869379106,313.0,107.0,0.0,3.0,0.65,,,,,,79.38,Tier2
MS_SYN4296,MS,3.4399784193151297,311.0,100.0,0.0,2.0,0.69,,,,,,80.17,Tier2
MS_SYN4297,MS,3.503627366934865,313.0,107.0,0.0,2.0,0.66,,,,,,80.31,Tier2
MS_SYN4298,MS,3.211188608057083,307.0,104.0,0.0,1.0,0.56,,,,,,74.03,Tier2
MS_SYN4299,MS,3.634430855234866,322.0,105.0,1.0,4.0,0.91,,,,,,91.37,Tier1
MS_SYN4300,MS,3.288782695070241,312.0,104.0,0.0,2.0,0.69,,,,,,79.99,Tier2
MS_SYN4301,MS,2.87871536110592,298.0,96.0,0.0,1.0,0.52,,,,,,69.11,Tier2
MS_SYN4302,MS,3.7731183924393408,338.0,114.0,1.0,3.0,0.82,,,,,,90.77,Tier1
MS_SYN4303,MS,3.127802143334943,303.0,104.0,1.0,1.0,0.64,,,,,,76.52,Tier2
MS_SYN4304,MS,3.020578166553233,300.0,99.0,1.0,2.0,0.64,,,,,,75.14,Tier2
MS_SYN4305,MS,3.450436872498344,308.0,104.0,1.0,2.0,0.73,,,,,,82.1,Tier2
MS_SYN4306,MS,3.7117693192151706,322.0,110.0,1.0,2.0,0.74,,,,,,85.59,Tier1
MS_SYN4307,MS,3.4322154227007755,318.0,113.0,0.0,4.0,0.83,,,,,,87.87,Tier1
MS_SYN4308,MS,3.0758834807168505,301.0,99.0,0.0,1.0,0.51,,,,,,70.29,Tier2
MS_SYN4309,MS,2.972021817298036,284.0,98.0,1.0,1.0,0.42,,,,,,64.79,Tier2
MS_SYN4310,MS,3.2598368131621336,315.0,107.0,0.0,2.0,0.65,,,,,,78.84,Tier2
MS_SYN4311,MS,3.1725360445630906,304.0,95.0,1.0,2.0,0.66,,,,,,76.49,Tier2
MS_SYN4312,MS,3.502310058313348,320.0,115.0,1.0,3.0,0.8,,,,,,87.42,Tier1
MS_SYN4313,MS,3.3916112441474704,320.0,108.0,1.0,4.0,0.75,,,,,,83.99,Tier1
MS_SYN4314,MS,3.078354448144584,307.0,102.0,0.0,2.0,0.57,,,,,,73.52,Tier2
MS_SYN4315,MS,3.603757637392628,312.0,104.0,1.0,2.0,0.69,,,,,,81.56,Tier2
